bodytype,Car_seats,modelYear,kilometer,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,gear_box,Mileage,drivetype,city
Sedan,5.0,2015,25170,Petrol,1,Manual,675000,Third Party,1197.0,Maruti,5,22.41,FWD,bangalore
Sedan,5.0,2021,25022,Petrol,1,Manual,893000,Comprehensive,1462.0,Maruti,5,20.65,FWD,bangalore
Hatchback,5.0,2012,100000,Diesel,2,Manual,420000,Third Party insurance,1248.0,Maruti,5,22.9,FWD,bangalore
Sedan,5.0,2020,26367,Petrol,1,Manual,941000,Zero Dep,1462.0,Maruti,5,20.65,FWD,bangalore
Sedan,5.0,2015,76567,Petrol,2,Automatic,630000,Zero Dep,1797.0,Hyundai,6,14.5,FWD,bangalore
MUV,7.0,2013,120000,Diesel,2,Manual,1275000,Third Party insurance,2494.0,Toyota,5,12.99,RWD,bangalore
Hatchback,5.0,2015,36459,Petrol,2,Automatic,525000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,bangalore
SUV,5.0,2016,93725,Diesel,1,Manual,750000,Comprehensive,1248.0,Maruti,5,23.65,FWD,bangalore
Sedan,5.0,2016,115599,Petrol,2,Automatic,632000,Comprehensive,1373.0,Maruti,4,19.12,FWD,bangalore
Sedan,5.0,2015,43469,Petrol,1,Manual,645000,Zero Dep,1197.0,Maruti,5,22.41,FWD,bangalore
Sedan,5.0,2005,70000,Petrol,4,Manual,500000,Third Party insurance,1299.0,Ford,5,13.8,FWD,bangalore
SUV,5.0,2019,77000,Diesel,2,Automatic,6795000,Comprehensive,2993.0,BMW,8,13.38,AWD,bangalore
SUV,5.0,2018,100000,Diesel,1,Manual,850000,Comprehensive,1248.0,Maruti,5,24.3,FWD,bangalore
Sedan,5.0,2008,72000,Petrol,1,Manual,299000,Third Party insurance,1999.0,Mitsubishi,5,14.7,FWD,bangalore
Sedan,5.0,2013,77000,Diesel,1,Automatic,2095000,Comprehensive,2179.0,Jaguar,8,16.36,RWD,bangalore
SUV,7.0,2013,87101,Diesel,1,Automatic,2800000,Comprehensive,2967.0,Audi,8,12.07,AWD,bangalore
Hatchback,5.0,2021,40771,Petrol,2,Manual,999000,Third Party,999.0,Volkswagen,6,18.24,FWD,bangalore
Hatchback,5.0,2018,28000,Petrol,1,Manual,825000,Comprehensive,1199.0,Honda,5,18.7,FWD,bangalore
Hatchback,5.0,2008,40000,Petrol,3,Manual,250000,Comprehensive,1061.0,Maruti,5,18.9,FWD,bangalore
SUV,5.0,2020,26000,Petrol,1,Automatic,1295000,Comprehensive,998.0,Hyundai,7,18.15,FWD,bangalore
Hatchback,5.0,2012,76032,Petrol,1,Manual,329000,Comprehensive,998.0,Maruti,5,18.9,FWD,bangalore
Sedan,5.0,2018,113780,Petrol,1,Manual,666000,Comprehensive,1462.0,Maruti,5,21.56,FWD,bangalore
Sedan,5.0,2019,24000,Diesel,1,Automatic,2290000,Third Party insurance,1968.0,Audi,6,20.38,FWD,bangalore
SUV,5.0,2020,65812,Diesel,2,Manual,1026000,Third Party,1493.0,Hyundai,6,23.7,FWD,bangalore
SUV,5.0,2022,10000,Petrol,1,Automatic,1700000,Third Party insurance,999.0,Skoda,6,17.2,FWD,bangalore
Hatchback,5.0,2016,39959,Petrol,1,Manual,681000,Zero Dep,1197.0,Maruti,5,21.4,FWD,bangalore
SUV,7.0,2022,10000,Petrol,1,Automatic,1689999,Third Party insurance,1999.0,Hyundai,6,14.2,FWD,bangalore
Hatchback,5.0,2016,65484,Petrol,3,Manual,318000,Third Party insurance,998.0,Maruti,5,24.39,FWD,bangalore
Hatchback,5.0,2017,49174,Petrol,1,Manual,688000,Comprehensive,1197.0,Maruti,5,21.4,FWD,bangalore
SUV,5.0,2022,20000,Petrol,1,Manual,1300000,Third Party insurance,999.0,Volkswagen,6,20.08,FWD,bangalore
Hatchback,5.0,2009,50000,Petrol,1,Manual,265000,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,bangalore
Sedan,5.0,2018,40000,Petrol,2,Automatic,645000,Third Party insurance,1197.0,Maruti,5,22.0,FWD,bangalore
SUV,7.0,2022,30000,Petrol,1,Automatic,2000000,Third Party insurance,1999.0,Hyundai,6,14.2,FWD,bangalore
Coupe,5.0,2007,50000,Petrol,3,Automatic,900000,Third Party insurance,2497.0,BMW,6,10.9,FWD,bangalore
Hatchback,5.0,2020,80000,Petrol,1,Manual,620000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,bangalore
SUV,5.0,2022,20000,Petrol,1,Manual,1470000,Third Party insurance,1498.0,MG,5,15.43,FWD,bangalore
Sedan,5.0,2010,70000,Cng,1,Manual,220000,Third Party insurance,1495.0,Hyundai,5,13.2,FWD,bangalore
Sedan,5.0,2014,90000,Diesel,1,Automatic,1475000,Third Party insurance,1968.0,Audi,8,17.11,FWD,bangalore
Hatchback,5.0,2020,40000,Petrol,1,Manual,415000,Third Party insurance,999.0,Renault,5,21.74,FWD,bangalore
Hatchback,5.0,2016,63797,Petrol,1,Manual,610000,Comprehensive,1199.0,Honda,5,18.7,FWD,bangalore
Hatchback,5.0,2018,60216,Petrol,2,Manual,560000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,bangalore
Hatchback,5.0,2015,10000,Petrol,2,Automatic,425000,Third Party insurance,998.0,Maruti,5,23.95,FWD,bangalore
Hatchback,5.0,2016,38153,Petrol,1,Manual,686000,Comprehensive,1197.0,Maruti,5,21.4,FWD,bangalore
Hatchback,5.0,2015,76485,Petrol,1,Manual,517000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bangalore
Hatchback,5.0,2015,40000,Petrol,2,Manual,385000,Third Party insurance,998.0,Maruti,5,20.51,FWD,bangalore
Hatchback,5.0,2016,40623,Petrol,1,Manual,675000,Comprehensive,1197.0,Maruti,5,21.4,FWD,bangalore
Sedan,5.0,2018,18000,Diesel,2,Automatic,3300000,Third Party insurance,2143.0,Mercedes-Benz,9,19.27,RWD,bangalore
Hatchback,5.0,2014,88051,Petrol,1,Manual,499000,Third Party insurance,1197.0,Maruti,5,22.38,FWD,bangalore
Hatchback,5.0,2022,16522,Petrol,1,Manual,774000,Third Party,1197.0,Maruti,5,22.38,FWD,bangalore
SUV,5.0,2019,70000,Diesel,2,Manual,1475000,Third Party insurance,1956.0,Jeep,6,16.3,4WD,bangalore
Hatchback,5.0,2008,80000,Petrol,3,Manual,240000,Third Party insurance,1061.0,Maruti,5,18.9,FWD,bangalore
SUV,5.0,2019,50000,Diesel,1,Manual,1025000,Third Party insurance,1396.0,Hyundai,6,23.7,FWD,bangalore
SUV,5.0,2023,10000,Petrol,1,Manual,1400000,Third Party insurance,1199.0,Tata,6,17.33,FWD,bangalore
Hatchback,5.0,2013,57000,Petrol,2,Manual,285000,Third Party insurance,814.0,Hyundai,5,21.1,FWD,bangalore
SUV,7.0,2016,110000,Diesel,1,Manual,1000000,Third Party insurance,2179.0,Mahindra,6,16.0,FWD,bangalore
Hatchback,5.0,2019,10000,Petrol,1,Manual,780000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,bangalore
Hatchback,5.0,2012,50000,Petrol,2,Manual,475000,Third Party insurance,1197.0,Maruti,5,18.6,FWD,bangalore
SUV,5.0,2019,120000,Diesel,1,Manual,750000,Third Party insurance,1497.0,Mahindra,6,20.0,FWD,bangalore
Hatchback,5.0,2014,35469,Petrol,1,Manual,555000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,bangalore
Hatchback,5.0,2017,40073,Petrol,2,Manual,607000,Third Party insurance,1199.0,Honda,5,18.7,FWD,bangalore
Hatchback,5.0,2017,65730,Petrol,2,Manual,513999,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,bangalore
Sedan,5.0,2005,120000,Petrol,2,Manual,250000,Third Party insurance,1590.0,Maruti,5,15.4,FWD,bangalore
Hatchback,5.0,2016,36184,Petrol,2,Manual,705000,Third Party,1197.0,Maruti,5,21.4,FWD,bangalore
Hatchback,5.0,2016,69310,Petrol,1,Manual,653000,Comprehensive,1197.0,Maruti,5,21.4,FWD,bangalore
Sedan,5.0,2015,55643,Petrol,1,Automatic,872000,Third Party insurance,1497.0,Honda,5,18.0,FWD,bangalore
Hatchback,5.0,2017,62803,Petrol,2,Automatic,564000,Third Party insurance,1197.0,Hyundai,4,18.9,FWD,bangalore
Hatchback,5.0,2011,90000,Diesel,2,Manual,370000,Third Party insurance,1199.0,Volkswagen,5,22.07,FWD,bangalore
Hatchback,5.0,2015,68656,Petrol,1,Manual,550000,Third Party insurance,1197.0,Maruti,5,22.38,FWD,bangalore
Hatchback,5.0,2016,77501,Petrol,3,Manual,517000,Comprehensive,1199.0,Honda,5,18.7,FWD,bangalore
Sedan,5.0,2016,40000,Petrol,1,Manual,620000,Third Party insurance,1197.0,Maruti,5,20.85,FWD,bangalore
Sedan,5.0,2016,40000,Petrol,1,Manual,620000,Third Party insurance,1197.0,Maruti,5,20.85,FWD,bangalore
Sedan,5.0,2014,48325,Petrol,1,Automatic,750000,Third Party insurance,1497.0,Honda,5,18.0,FWD,bangalore
SUV,5.0,2022,30000,Petrol,1,Manual,1220000,Third Party insurance,1199.0,Tata,6,17.57,FWD,bangalore
Hatchback,5.0,2013,100000,Diesel,2,Automatic,1350000,Comprehensive,2143.0,Mercedes-Benz,7,14.8,FWD,bangalore
Hatchback,5.0,2015,69000,Petrol,1,Manual,575000,Comprehensive,1197.0,Maruti,5,22.0,FWD,bangalore
SUV,5.0,2018,110000,Diesel,1,Manual,1250000,Third Party insurance,1956.0,Jeep,6,17.1,4WD,bangalore
Sedan,5.0,2016,50000,Petrol,2,Manual,868000,Third Party insurance,1591.0,Hyundai,5,17.01,FWD,bangalore
MUV,8.0,2020,60000,Diesel,1,Automatic,3000000,Third Party insurance,2199.0,Kia,8,14.11,RWD,bangalore
Hatchback,5.0,2021,20000,Petrol,1,Manual,980000,Third Party insurance,998.0,Hyundai,6,20.0,FWD,bangalore
Hatchback,5.0,2022,14999,Petrol,1,Automatic,900000,Third Party,1197.0,Maruti,5,22.56,FWD,bangalore
Hatchback,5.0,2016,90773,Petrol,2,Manual,550000,Comprehensive,1199.0,Honda,5,18.7,FWD,bangalore
Sedan,5.0,2012,90000,Diesel,1,Manual,450000,Third Party insurance,1598.0,Skoda,5,20.5,FWD,bangalore
Hatchback,5.0,2017,64917,Petrol,2,Manual,610000,Zero Dep,1197.0,Maruti,5,20.4,FWD,bangalore
Hatchback,5.0,2017,70235,Petrol,1,Manual,543000,Comprehensive,1199.0,Honda,5,18.7,FWD,bangalore
Hatchback,5.0,2021,30000,Petrol,1,Manual,980000,Third Party insurance,998.0,Hyundai,6,20.0,FWD,bangalore
Hatchback,5.0,2016,78782,Petrol,1,Manual,535000,Zero Dep,1199.0,Honda,5,18.7,FWD,bangalore
SUV,7.0,2014,164000,Diesel,2,Manual,850000,Comprehensive,2179.0,Mahindra,6,15.1,AWD,bangalore
Sedan,5.0,2016,72136,Petrol,2,Manual,661000,Third Party insurance,1373.0,Maruti,5,20.73,FWD,bangalore
Hatchback,5.0,2015,52486,Petrol,2,Manual,505000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bangalore
Sedan,5.0,2007,150000,Diesel,1,Automatic,450000,Third Party insurance,1896.0,Skoda,6,15.6,FWD,bangalore
SUV,5.0,2017,36887,Petrol,1,Manual,865000,Third Party insurance,1199.0,Honda,5,17.5,FWD,bangalore
SUV,5.0,2019,47962,Petrol,1,Manual,999000,Comprehensive,998.0,Hyundai,6,18.27,FWD,bangalore
SUV,5.0,2014,135000,Diesel,1,Manual,595000,Comprehensive,1461.0,Nissan,5,20.45,FWD,bangalore
Sedan,5.0,2018,47398,Petrol,2,Automatic,2365000,Comprehensive,1798.0,Skoda,7,14.67,FWD,bangalore
Sedan,5.0,2012,50000,Petrol,2,Manual,400000,Third Party insurance,1368.0,Fiat,5,14.6,FWD,bangalore
Sedan,5.0,2012,100000,Diesel,1,Manual,550000,Third Party insurance,1248.0,Maruti,5,19.3,RWD,bangalore
SUV,5.0,2020,55000,Diesel,1,Automatic,6050000,Comprehensive,2993.0,BMW,8,14.71,4WD,bangalore
SUV,5.0,2011,110000,Diesel,2,Automatic,1600000,Comprehensive,1995.0,BMW,5,16.55,FWD,bangalore
Hatchback,5.0,2013,90000,Petrol,3,Automatic,520000,Third Party insurance,1197.0,Volkswagen,7,17.21,FWD,bangalore
Hatchback,5.0,2016,116624,Petrol,1,Manual,616000,Zero Dep,1197.0,Maruti,5,21.4,FWD,bangalore
Sedan,5.0,2019,54561,Petrol,2,Manual,795000,Zero Dep,1462.0,Maruti,5,21.56,FWD,bangalore
MUV,7.0,2013,120000,Diesel,2,Manual,1275000,Third Party insurance,2494.0,Toyota,5,12.99,RWD,bangalore
Hatchback,5.0,2016,65072,Petrol,1,Manual,624000,Comprehensive,1199.0,Honda,5,18.7,FWD,bangalore
Hatchback,5.0,2017,133532,Petrol,1,Manual,549000,Zero Dep,1197.0,Hyundai,5,18.9,FWD,bangalore
MUV,7.0,2010,120000,Diesel,3,Manual,760000,Third Party insurance,2494.0,Toyota,5,11.4,FWD,bangalore
Sedan,5.0,2013,39886,Petrol,1,Manual,524000,Comprehensive,1197.0,Maruti,5,22.41,FWD,bangalore
SUV,7.0,2019,80000,Diesel,1,Manual,1650000,Third Party insurance,2179.0,Mahindra,6,15.1,FWD,bangalore
Hatchback,5.0,2015,56976,Diesel,2,Manual,583000,Comprehensive,1248.0,Maruti,5,25.2,FWD,bangalore
Sedan,5.0,2020,68303,Petrol,2,Manual,1147000,Zero Dep,999.0,Volkswagen,6,17.69,FWD,bangalore
Hatchback,4.0,2013,80000,Petrol,2,Automatic,1750000,Third Party insurance,1598.0,Mini,6,13.6,FWD,bangalore
Sedan,5.0,2016,54000,Diesel,1,Automatic,825000,Comprehensive,1498.0,Skoda,7,21.72,FWD,bangalore
SUV,7.0,2016,98500,Diesel,1,Automatic,3150000,Third Party insurance,2179.0,Land Rover,9,12.51,4WD,bangalore
Hatchback,5.0,2018,72348,Petrol,1,Manual,755000,Third Party insurance,1199.0,Volkswagen,5,16.2,FWD,bangalore
SUV,5.0,2015,70000,Petrol,1,Manual,875000,Comprehensive,1591.0,Hyundai,6,13.0,FWD,bangalore
Hatchback,5.0,2021,62696,Petrol,1,Manual,855000,Third Party,999.0,Volkswagen,5,17.74,FWD,bangalore
SUV,7.0,2014,174000,Diesel,3,Automatic,1845000,Comprehensive,2982.0,Toyota,5,12.55,FWD,bangalore
Hatchback,5.0,2016,65000,Petrol,1,Manual,525000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,bangalore
Hatchback,5.0,2017,36000,Petrol,1,Automatic,650000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,bangalore
MUV,7.0,2011,199000,Diesel,2,Manual,950000,Comprehensive,2494.0,Toyota,5,12.8,FWD,bangalore
Sedan,5.0,2018,71905,Petrol,1,Automatic,846000,Zero Dep,1497.0,Honda,5,18.0,FWD,bangalore
Hatchback,5.0,2013,69748,Petrol,2,Manual,424000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bangalore
Hatchback,5.0,2008,44000,Petrol,1,Manual,210000,Comprehensive,796.0,Maruti,5,19.7,FWD,bangalore
Sedan,5.0,2021,17875,Petrol,2,Manual,959000,Third Party insurance,1496.0,Toyota,6,17.1,FWD,bangalore
SUV,5.0,2020,95678,Petrol,1,Manual,889000,Comprehensive,1330.0,Renault,6,16.42,FWD,bangalore
SUV,5.0,2022,12003,Petrol,1,Automatic,850000,Third Party insurance,999.0,Renault,5,19.03,FWD,bangalore
SUV,5.0,2018,114427,Diesel,2,Manual,836000,Comprehensive,1498.0,Ford,5,23.0,FWD,bangalore
SUV,5.0,2022,20000,Petrol,1,Automatic,660000,Third Party insurance,999.0,Renault,5,19.03,FWD,bangalore
Hatchback,5.0,2012,64655,Petrol,1,Manual,334000,Comprehensive,1198.0,Honda,5,19.4,FWD,bangalore
SUV,6.0,2018,46456,Petrol,1,Manual,594000,Third Party insurance,1198.0,Mahindra,5,18.15,FWD,bangalore
SUV,5.0,2021,20000,Petrol,1,Automatic,991000,Third Party insurance,999.0,Renault,5,18.24,FWD,bangalore
SUV,5.0,2018,50000,Diesel,1,Manual,1450000,Third Party insurance,1956.0,Jeep,6,17.1,4WD,bangalore
Sedan,5.0,2011,90000,Diesel,4,Manual,219000,Third Party insurance,1598.0,Volkswagen,5,20.54,FWD,bangalore
SUV,5.0,2022,20000,Diesel,1,Manual,1285000,Third Party insurance,1493.0,Hyundai,6,18.9,FWD,bangalore
SUV,5.0,2021,27000,Petrol,1,Automatic,4195000,Comprehensive,1969.0,Volvo,8,18.9,FWD,bangalore
MUV,8.0,2008,150000,Diesel,3,Manual,455000,Third Party insurance,2494.0,Toyota,5,12.8,FWD,bangalore
Hatchback,5.0,2022,10000,Petrol,1,Manual,825000,Third Party insurance,1197.0,Maruti,5,22.35,FWD,bangalore
Sedan,5.0,2018,40000,Petrol,1,Manual,825000,Third Party insurance,1497.0,Honda,5,17.4,FWD,bangalore
SUV,5.0,2020,40000,Diesel,1,Manual,919999,Third Party insurance,1498.0,Ford,5,23.0,FWD,bangalore
Sedan,5.0,2018,20000,Diesel,2,Automatic,3300000,Third Party insurance,2143.0,Mercedes-Benz,9,19.27,RWD,bangalore
SUV,5.0,2017,91598,Diesel,2,Manual,729000,Third Party,1498.0,Ford,5,22.77,FWD,bangalore
Hatchback,5.0,2015,57521,Petrol,1,Manual,432000,Comprehensive,998.0,Maruti,5,25.24,FWD,bangalore
SUV,5.0,2016,100000,Diesel,1,Manual,700000,Third Party insurance,1461.0,Renault,5,19.87,FWD,bangalore
Sedan,5.0,2021,7598,Petrol,1,Manual,1499000,Comprehensive,1497.0,Hyundai,6,17.7,FWD,bangalore
SUV,5.0,2017,38520,Petrol,1,Manual,762000,Comprehensive,1598.0,Renault,5,13.06,FWD,bangalore
SUV,5.0,2022,20000,Petrol,1,Manual,1625000,Third Party insurance,1498.0,MG,5,15.43,FWD,bangalore
SUV,5.0,2014,110455,Diesel,2,Manual,632000,Comprehensive,1461.0,Renault,5,20.45,FWD,bangalore
SUV,5.0,2020,26901,Petrol,1,Automatic,1218000,Comprehensive,998.0,Hyundai,7,18.15,FWD,bangalore
Hatchback,5.0,2017,65376,Petrol,1,Automatic,524000,Zero Dep,1197.0,Hyundai,4,18.9,FWD,bangalore
SUV,7.0,2018,28177,Diesel,3,Manual,1405000,Comprehensive,2179.0,Mahindra,6,15.1,FWD,bangalore
SUV,5.0,2022,10000,Petrol,1,Manual,1390000,Third Party insurance,998.0,Kia,6,18.2,FWD,bangalore
SUV,5.0,2021,30000,Petrol,1,Automatic,1889999,Comprehensive,1451.0,MG,6,18.9,FWD,bangalore
SUV,5.0,2018,27000,Petrol,1,Automatic,1275000,Third Party insurance,1591.0,Hyundai,6,13.0,FWD,bangalore
Hatchback,5.0,2010,90000,Petrol,3,Automatic,275000,Third Party insurance,1197.0,Hyundai,4,19.2,FWD,bangalore
Sedan,5.0,2022,20000,Petrol,1,Manual,1125000,Third Party insurance,1497.0,Honda,5,17.4,FWD,bangalore
Sedan,5.0,2016,82998,Petrol,1,Automatic,650000,Comprehensive,1497.0,Honda,5,18.0,FWD,bangalore
Sedan,5.0,2010,110000,Petrol,3,Automatic,700000,Third Party insurance,1781.0,Audi,7,12.3,FWD,bangalore
Sedan,5.0,2019,14500,Petrol,1,Manual,1100000,Third Party insurance,1497.0,Honda,5,17.14,FWD,bangalore
Sedan,5.0,2016,120000,Diesel,3,Manual,260000,Third Party insurance,1461.0,Mahindra,5,21.03,FWD,bangalore
Hatchback,5.0,2010,68000,Petrol,2,Automatic,395000,Comprehensive,1197.0,Hyundai,4,19.2,FWD,bangalore
Sedan,5.0,2019,25887,Petrol,1,Manual,681000,Third Party insurance,1197.0,Hyundai,5,20.14,FWD,bangalore
Hatchback,5.0,2020,74094,Petrol,1,Manual,405000,Comprehensive,998.0,Maruti,5,21.7,FWD,bangalore
Hatchback,5.0,2018,40000,Petrol,1,Automatic,765000,Comprehensive,1199.0,Honda,5,19.0,FWD,bangalore
Hatchback,5.0,2014,91045,Diesel,1,Manual,487000,Third Party,1248.0,Maruti,5,23.2,FWD,bangalore
SUV,7.0,2018,80033,Diesel,1,Manual,1474000,Third Party insurance,2179.0,Mahindra,6,15.1,FWD,bangalore
SUV,7.0,2017,70000,Diesel,2,Automatic,1340000,Third Party insurance,2179.0,Mahindra,6,16.0,FWD,bangalore
MUV,7.0,2021,13957,Petrol,1,Automatic,770000,Comprehensive,999.0,Renault,5,18.2,FWD,bangalore
Hatchback,5.0,2018,34140,Petrol,2,Automatic,818000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,bangalore
SUV,5.0,2017,20056,Petrol,1,Manual,724000,Comprehensive,1497.0,Ford,5,17.0,FWD,bangalore
Hatchback,5.0,2016,38233,Petrol,3,Automatic,468000,Comprehensive,998.0,Maruti,5,26.0,FWD,bangalore
Sedan,5.0,2013,100000,Petrol,1,Manual,500000,Third Party insurance,1390.0,Volkswagen,6,14.69,FWD,bangalore
SUV,5.0,2016,50000,Diesel,2,Manual,600000,Third Party insurance,1498.0,Ford,5,22.77,FWD,bangalore
SUV,7.0,2017,70000,Diesel,2,Manual,1350000,Third Party insurance,2179.0,Mahindra,6,16.0,AWD,bangalore
Hatchback,5.0,2016,44000,Petrol,1,Manual,525000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,bangalore
Hatchback,5.0,2006,90000,Petrol,2,Manual,175000,Third Party insurance,1341.0,Hyundai,5,15.3,FWD,bangalore
Sedan,5.0,2016,30000,Petrol,1,Automatic,725000,Third Party insurance,1373.0,Maruti,4,19.12,FWD,bangalore
Hatchback,5.0,2018,50000,Petrol,1,Manual,550000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,bangalore
Hatchback,5.0,2019,98000,Petrol,1,Manual,650000,Comprehensive,1197.0,Maruti,5,22.0,FWD,bangalore
Hatchback,5.0,2017,47000,Petrol,1,Automatic,775000,Comprehensive,1199.0,Honda,5,18.2,FWD,bangalore
Sedan,5.0,2019,70000,Petrol,1,Manual,900000,Third Party insurance,1591.0,Hyundai,6,17.0,FWD,bangalore
Hatchback,5.0,2020,16998,Petrol,1,Manual,408000,Comprehensive,796.0,Maruti,5,22.05,FWD,bangalore
Hatchback,5.0,2017,15256,Petrol,1,Automatic,642000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,bangalore
Sedan,5.0,2019,70000,Petrol,1,Manual,900000,Third Party insurance,1591.0,Hyundai,6,17.0,FWD,bangalore
Hatchback,5.0,2020,4495,Petrol,1,Automatic,521000,Comprehensive,999.0,Datsun,5,22.5,RWD,bangalore
MUV,7.0,2020,34561,Petrol,1,Manual,695000,Zero Dep,999.0,Renault,5,20.0,FWD,bangalore
Hatchback,5.0,2018,40000,Petrol,2,Manual,390000,Third Party insurance,998.0,Maruti,5,23.95,FWD,bangalore
Hatchback,5.0,2016,142135,Petrol,1,Manual,429000,Comprehensive,1199.0,Tata,5,23.84,FWD,bangalore
Sedan,5.0,2021,120000,Petrol,1,Manual,520000,Third Party insurance,1194.0,Ford,5,18.5,FWD,bangalore
Hatchback,5.0,2019,9553,Petrol,1,Automatic,625000,Third Party,1197.0,Maruti,5,20.52,FWD,bangalore
Hatchback,5.0,2022,7600,Petrol,1,Manual,601000,Zero Dep,999.0,Renault,5,21.46,FWD,bangalore
SUV,5.0,2017,120000,Diesel,1,Manual,1300000,Third Party insurance,1956.0,Jeep,6,17.1,4WD,bangalore
Hatchback,5.0,2017,20000,Petrol,1,Automatic,645000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,bangalore
SUV,7.0,2013,120000,Diesel,2,Automatic,1975000,Third Party insurance,2967.0,Audi,8,12.07,AWD,bangalore
Hatchback,5.0,2016,45578,Petrol,1,Manual,695000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,bangalore
Sedan,5.0,2013,100000,Petrol,1,Manual,500000,Third Party insurance,1390.0,Volkswagen,6,14.69,FWD,bangalore
Sedan,5.0,2014,100000,Diesel,2,Automatic,1644000,Comprehensive,1995.0,BMW,8,22.69,RWD,bangalore
SUV,5.0,2019,42000,Petrol,1,Manual,894999,Comprehensive,1497.0,Ford,5,17.0,FWD,bangalore
Hatchback,5.0,2013,90000,Petrol,2,Manual,350000,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,bangalore
Sedan,5.0,2012,70000,Diesel,1,Manual,550000,Third Party insurance,1582.0,Hyundai,6,22.32,FWD,bangalore
SUV,7.0,2010,100000,Diesel,3,Automatic,750000,Third Party insurance,2953.0,Ford,5,11.4,FWD,bangalore
Hatchback,5.0,2017,16306,Petrol,1,Manual,581000,Comprehensive,1197.0,Maruti,5,20.89,FWD,bangalore
Hatchback,5.0,2020,25086,Petrol,3,Manual,513000,Comprehensive,1197.0,Maruti,5,20.52,FWD,bangalore
Hatchback,5.0,2017,54845,Petrol,1,Manual,650000,Third Party insurance,1197.0,Maruti,5,21.01,FWD,bangalore
Hatchback,5.0,2020,35642,Diesel,1,Manual,806000,Comprehensive,1498.0,Ford,5,24.4,FWD,bangalore
Hatchback,5.0,2016,22173,Petrol,1,Automatic,725000,Third Party,1197.0,Maruti,5,21.4,FWD,bangalore
Sedan,5.0,2018,50000,Diesel,1,Automatic,4950000,Comprehensive,2993.0,BMW,8,17.42,RWD,bangalore
Hatchback,5.0,2014,67790,Petrol,1,Manual,426000,Third Party,1197.0,Hyundai,5,18.9,FWD,bangalore
Hatchback,5.0,2019,38000,Petrol,1,Manual,484999,Comprehensive,998.0,Maruti,5,23.95,FWD,bangalore
Hatchback,5.0,2012,49713,Petrol,2,Manual,351000,Third Party insurance,1198.0,Honda,5,19.4,FWD,bangalore
Hatchback,5.0,2021,10002,Petrol,1,Manual,490000,Third Party insurance,999.0,Renault,5,21.46,FWD,bangalore
SUV,7.0,2017,46706,Diesel,1,Manual,1495000,Third Party insurance,2179.0,Mahindra,6,16.0,FWD,bangalore
Hatchback,5.0,2014,90000,Diesel,2,Manual,509999,Third Party insurance,1248.0,Maruti,5,25.2,FWD,bangalore
SUV,5.0,2016,106000,Diesel,1,Automatic,2750000,Comprehensive,1995.0,BMW,8,18.56,4WD,bangalore
Hatchback,5.0,2017,55833,Petrol,1,Automatic,1025000,Third Party insurance,1197.0,Volkswagen,7,17.21,FWD,bangalore
SUV,5.0,2015,46716,Diesel,2,Automatic,2345000,Third Party insurance,1968.0,Audi,7,15.73,AWD,bangalore
Sedan,5.0,2016,54000,Diesel,1,Manual,825000,Comprehensive,1498.0,Skoda,5,21.13,FWD,bangalore
SUV,5.0,2016,68000,Diesel,2,Manual,675000,Comprehensive,1498.0,Ford,5,21.7,FWD,bangalore
Hatchback,5.0,2010,113348,Diesel,3,Manual,190000,Comprehensive,1399.0,Ford,5,20.0,FWD,bangalore
Sedan,5.0,2014,134000,Diesel,1,Automatic,890000,Third Party insurance,1968.0,Audi,8,17.68,FWD,bangalore
SUV,5.0,2022,20000,Petrol,1,Automatic,823000,Third Party insurance,999.0,Renault,5,19.03,FWD,bangalore
Hatchback,5.0,2014,52311,Petrol,1,Manual,554000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bangalore
Sedan,5.0,2014,59514,Petrol,1,Manual,499000,Comprehensive,1197.0,Maruti,5,22.41,FWD,bangalore
SUV,5.0,2022,10000,Petrol,1,Automatic,815000,Third Party insurance,999.0,Renault,5,19.03,FWD,bangalore
Hatchback,5.0,2020,36743,Petrol,1,Manual,719000,Third Party,1197.0,Maruti,5,21.01,FWD,bangalore
Hatchback,5.0,2015,83046,Petrol,1,Manual,372000,Third Party,998.0,Maruti,5,25.24,FWD,bangalore
